,id,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
781,781,28,Travel_Rarely,1254,Research & Development,20,3,Medical,1,4,Female,88,3,1,Laboratory Technician,1,Married,2387,12127,1,Y,Yes,12,3,3,80,1,2,2,3,2,2,2,2,0
782,782,32,Travel_Rarely,809,Research & Development,1,4,Life Sciences,1,3,Female,41,3,1,Research Scientist,4,Married,4766,11925,4,Y,No,13,3,3,80,0,14,2,2,14,9,0,8,0
783,783,38,Travel_Rarely,772,Research & Development,8,4,Life Sciences,1,2,Male,78,3,2,Healthcare Representative,3,Divorced,5208,13583,7,Y,No,12,3,4,80,1,20,3,3,20,6,3,17,0
784,784,35,Travel_Rarely,1252,Research & Development,2,4,Medical,1,1,Female,60,3,2,Healthcare Representative,3,Single,4502,5388,0,Y,No,15,3,3,80,0,17,3,2,16,10,2,13,0
785,785,32,Travel_Rarely,684,Research & Development,2,4,Medical,1,3,Male,80,3,2,Laboratory Technician,4,Single,5209,22794,1,Y,No,15,3,4,80,0,10,5,3,10,7,1,7,0
786,786,39,Travel_Rarely,1369,Human Resources,8,3,Medical,1,4,Male,61,2,2,Human Resources,3,Married,6347,13982,2,Y,No,15,3,1,80,1,18,2,3,19,8,3,8,0
787,787,33,Travel_Rarely,1370,Sales,9,3,Medical,1,3,Male,83,3,1,Sales Representative,2,Divorced,2180,24594,0,Y,No,12,3,4,80,1,7,3,3,5,4,0,3,0
788,788,27,Travel_Frequently,664,Sales,6,1,Technical Degree,1,4,Male,41,1,2,Sales Executive,3,Single,6883,24252,5,Y,Yes,12,3,4,80,0,6,5,2,2,2,2,2,1
789,789,48,Non-Travel,1371,Sales,24,4,Life Sciences,1,4,Male,98,3,2,Sales Executive,4,Single,5486,14408,4,Y,No,14,3,4,80,0,13,2,3,9,8,4,8,0
790,790,31,Travel_Rarely,775,Research & Development,15,4,Life Sciences,1,1,Male,30,3,2,Manufacturing Director,3,Single,6384,15170,0,Y,No,15,3,2,80,0,9,2,3,8,7,1,7,0
791,791,34,Travel_Rarely,508,Research & Development,2,2,Life Sciences,1,4,Male,69,3,2,Healthcare Representative,3,Divorced,5253,26458,1,Y,No,19,3,2,80,1,6,6,3,5,4,0,3,0
792,792,29,Travel_Rarely,943,Sales,1,1,Life Sciences,1,1,Female,76,3,2,Sales Executive,2,Divorced,6651,7259,1,Y,No,17,3,2,80,1,10,5,3,1,0,0,0,0
793,793,40,Travel_Rarely,734,Sales,1,3,Life Sciences,1,4,Female,55,2,5,Manager,1,Single,19847,5518,1,Y,Yes,11,3,3,80,0,21,3,2,21,6,14,8,0
794,794,42,Travel_Rarely,468,Sales,8,5,Marketing,1,3,Female,79,3,5,Manager,2,Single,18213,9277,0,Y,Yes,13,3,4,80,0,23,2,3,22,10,11,17,0
795,795,36,Travel_Rarely,444,Sales,12,4,Medical,1,1,Male,48,4,1,Sales Representative,3,Married,2871,7909,7,Y,No,12,3,3,80,1,16,2,3,5,4,0,4,1
796,796,27,Travel_Rarely,414,Sales,9,3,Life Sciences,1,2,Male,99,3,2,Sales Executive,1,Single,4249,22149,0,Y,No,15,3,3,80,0,4,2,4,3,2,0,2,0
797,797,36,Travel_Frequently,300,Research & Development,8,4,Medical,1,1,Male,55,2,2,Research Scientist,4,Married,4805,6812,7,Y,No,13,3,4,80,1,16,2,1,14,8,5,7,0
798,798,30,Travel_Rarely,538,Research & Development,8,2,Life Sciences,1,3,Male,48,3,2,Laboratory Technician,3,Single,4193,16102,0,Y,Yes,13,3,1,80,0,10,2,3,9,8,1,8,0
799,799,44,Travel_Rarely,469,Research & Development,29,5,Medical,1,4,Male,92,2,4,Research Director,4,Married,17861,3525,5,Y,No,11,3,2,80,1,23,3,2,12,9,5,8,0
800,800,35,Travel_Rarely,771,Research & Development,1,3,Life Sciences,1,4,Male,35,3,3,Healthcare Representative,4,Single,7005,15669,4,Y,No,13,3,1,80,0,12,2,3,10,9,7,7,0
801,801,36,Travel_Frequently,658,Human Resources,1,4,Human Resources,1,4,Male,79,3,3,Human Resources,1,Married,8837,24608,1,Y,Yes,11,3,3,80,1,10,2,3,10,3,0,2,0
802,802,46,Travel_Rarely,581,Sales,8,4,Life Sciences,1,4,Male,72,3,2,Sales Executive,3,Single,5485,14369,2,Y,No,16,3,4,80,0,10,5,4,5,2,0,4,0
803,803,36,Travel_Rarely,556,Sales,10,4,Marketing,1,1,Male,79,3,2,Sales Executive,4,Married,6653,12147,4,Y,No,11,3,2,80,1,7,4,1,0,0,0,0,0
804,804,36,Travel_Rarely,933,Research & Development,25,3,Medical,1,3,Male,98,3,1,Laboratory Technician,3,Married,2835,23213,1,Y,No,16,3,3,80,1,1,2,3,1,0,0,0,0
805,805,37,Travel_Rarely,288,Research & Development,15,2,Life Sciences,1,4,Female,78,2,4,Research Director,1,Married,13744,20206,1,Y,Yes,12,3,3,80,2,16,2,3,16,10,4,8,0
806,806,26,Travel_Rarely,1258,Research & Development,9,3,Medical,1,1,Male,82,3,1,Research Scientist,4,Married,2127,14377,1,Y,No,13,3,3,80,1,1,4,3,1,0,0,0,0
807,807,32,Travel_Frequently,645,Research & Development,3,3,Medical,1,2,Female,75,3,2,Laboratory Technician,4,Married,4447,15963,1,Y,No,14,3,4,80,1,10,2,3,10,7,8,0,0
808,808,26,Travel_Rarely,938,Human Resources,13,1,Medical,1,4,Female,52,4,1,Human Resources,3,Single,2844,8952,1,Y,Yes,18,3,3,80,0,8,2,3,8,3,0,7,0
809,809,18,Non-Travel,593,Research & Development,5,3,Life Sciences,1,3,Female,69,2,1,Laboratory Technician,3,Single,2875,13384,1,Y,No,11,3,2,80,0,1,3,2,1,0,0,0,0
810,810,29,Travel_Rarely,1120,Research & Development,29,1,Medical,1,2,Male,41,3,2,Manufacturing Director,4,Single,5673,11806,1,Y,No,12,3,4,80,0,10,2,3,10,9,6,8,1
811,811,51,Travel_Frequently,566,Research & Development,19,2,Medical,1,4,Male,42,3,4,Manager,3,Married,17169,19764,7,Y,No,12,3,3,80,1,22,2,1,18,17,15,13,1
812,812,29,Travel_Rarely,604,Research & Development,7,1,Medical,1,2,Male,76,3,1,Research Scientist,4,Divorced,2141,6217,0,Y,No,17,3,4,80,3,6,2,3,5,4,1,3,0
813,813,32,Travel_Frequently,1283,Research & Development,1,4,Medical,1,1,Male,42,2,3,Manufacturing Director,3,Married,8686,7975,1,Y,No,11,3,3,80,2,9,3,3,8,7,0,3,0
814,814,40,Travel_Rarely,607,Sales,2,3,Life Sciences,1,4,Male,87,3,3,Sales Executive,3,Single,10445,8302,1,Y,Yes,11,3,1,80,0,20,2,3,20,14,13,10,0
815,815,24,Travel_Rarely,853,Sales,15,2,Life Sciences,1,1,Female,79,3,1,Sales Representative,3,Married,1559,5598,2,Y,No,19,3,3,80,1,16,2,3,0,0,0,0,0
816,816,29,Travel_Rarely,1322,Research & Development,9,3,Medical,1,4,Male,81,3,1,Laboratory Technician,3,Single,2899,7508,1,Y,No,11,3,3,80,0,6,2,2,6,2,1,4,0
817,817,50,Travel_Rarely,976,Research & Development,5,1,Medical,1,1,Male,77,3,2,Healthcare Representative,2,Single,4256,18597,2,Y,No,15,3,1,80,0,20,2,2,2,0,0,1,0
818,818,36,Travel_Rarely,234,Sales,2,2,Life Sciences,1,2,Male,94,3,2,Sales Executive,4,Married,5237,8891,1,Y,No,14,3,1,80,0,10,3,3,10,6,1,7,0
819,819,28,Travel_Rarely,885,Research & Development,1,3,Medical,1,4,Male,82,2,1,Research Scientist,4,Single,3539,8302,0,Y,Yes,13,3,3,80,0,6,5,3,5,3,1,3,0
820,820,49,Travel_Rarely,1052,Research & Development,2,2,Medical,1,1,Male,41,3,4,Research Director,1,Married,17603,19877,3,Y,No,14,3,2,80,1,30,3,2,9,8,3,8,0
821,821,34,Travel_Rarely,1332,Sales,10,2,Life Sciences,1,1,Male,87,4,1,Sales Executive,3,Divorced,2642,5518,1,Y,No,19,3,4,80,2,1,2,3,1,1,1,0,0
822,822,32,Travel_Rarely,989,Research & Development,1,3,Life Sciences,1,2,Male,78,3,2,Healthcare Representative,4,Married,5131,6975,1,Y,No,11,3,4,80,1,9,2,3,8,6,4,8,0
823,823,30,Travel_Rarely,1250,Research & Development,3,1,Life Sciences,1,2,Female,73,3,1,Research Scientist,3,Single,2911,18103,1,Y,No,14,3,4,80,0,1,3,2,1,0,0,0,0
824,824,32,Travel_Rarely,945,Sales,1,3,Marketing,1,3,Male,85,3,2,Sales Executive,2,Single,6439,18597,2,Y,No,12,3,4,80,0,8,3,2,4,3,1,2,0
825,825,36,Travel_Rarely,1157,Research & Development,2,4,Life Sciences,1,3,Male,78,2,2,Manufacturing Director,1,Married,6172,20161,4,Y,No,13,3,3,80,0,12,3,3,7,7,6,7,0
826,826,51,Travel_Frequently,1396,Research & Development,5,3,Life Sciences,1,1,Female,34,2,1,Research Scientist,1,Single,2662,7975,1,Y,No,18,3,4,80,0,10,4,2,10,7,0,7,0
827,827,43,Travel_Rarely,267,Research & Development,26,4,Medical,1,3,Female,97,3,4,Healthcare Representative,3,Single,13964,9755,2,Y,No,16,3,4,80,0,25,3,4,1,0,0,0,0
828,828,37,Travel_Rarely,1169,Sales,19,3,Life Sciences,1,2,Female,76,2,3,Sales Executive,2,Divorced,10883,13493,4,Y,Yes,12,3,3,80,1,17,5,3,1,0,0,0,0
829,829,30,Travel_Rarely,360,Sales,17,3,Medical,1,1,Female,54,3,1,Sales Representative,4,Single,2304,16376,2,Y,Yes,12,3,3,80,0,3,4,2,1,0,0,0,1
830,830,34,Travel_Rarely,589,Sales,1,3,Life Sciences,1,3,Male,65,3,3,Sales Executive,1,Single,9208,6645,2,Y,Yes,19,3,4,80,0,9,4,3,4,3,1,3,0
831,831,26,Travel_Rarely,1329,Research & Development,26,5,Medical,1,4,Male,44,3,1,Research Scientist,1,Married,2911,6670,0,Y,No,17,3,1,80,0,4,2,2,3,2,1,2,0
832,832,40,Travel_Rarely,465,Research & Development,29,4,Medical,1,4,Female,76,2,4,Manufacturing Director,1,Divorced,13570,24525,4,Y,No,11,3,3,80,2,22,3,3,20,6,11,11,0
833,833,39,Travel_Rarely,1441,Research & Development,16,5,Life Sciences,1,1,Male,36,3,3,Manufacturing Director,4,Single,9204,23793,1,Y,Yes,14,3,3,80,0,9,3,3,9,7,7,8,0
834,834,46,Travel_Rarely,530,Sales,29,4,Life Sciences,1,3,Female,75,2,3,Sales Executive,3,Single,9069,22376,8,Y,Yes,14,3,4,80,0,16,3,3,10,9,0,9,1
835,835,38,Travel_Rarely,602,Sales,9,4,Life Sciences,1,2,Male,62,3,2,Sales Executive,4,Married,4534,17251,8,Y,No,22,4,1,80,1,8,3,3,1,0,0,0,0
836,836,28,Travel_Rarely,526,Research & Development,3,3,Life Sciences,1,1,Male,85,3,1,Research Scientist,3,Single,1859,9150,1,Y,No,13,3,4,80,0,1,3,3,1,0,0,0,0
837,837,34,Non-Travel,1318,Research & Development,2,3,Life Sciences,1,4,Male,87,2,1,Research Scientist,1,Single,2904,15834,1,Y,No,13,3,4,80,0,2,4,3,2,2,2,2,0
838,838,20,Travel_Rarely,1164,Human Resources,9,2,Medical,1,2,Male,91,2,2,Human Resources,4,Single,6272,12858,1,Y,No,15,3,3,80,0,9,3,4,9,5,0,8,0
839,839,27,Travel_Frequently,428,Sales,20,1,Life Sciences,1,2,Male,45,2,3,Sales Executive,3,Married,7094,22174,0,Y,Yes,19,3,1,80,1,8,1,3,7,6,0,7,0
840,840,24,Travel_Rarely,1297,Sales,3,2,Medical,1,4,Female,60,1,2,Sales Executive,2,Single,4539,8232,1,Y,No,12,3,3,80,0,5,3,3,5,3,0,4,0
841,841,31,Travel_Rarely,1276,Research & Development,1,3,Life Sciences,1,2,Female,62,3,2,Healthcare Representative,3,Divorced,6142,4223,9,Y,No,14,3,3,80,1,9,3,3,5,2,1,3,0
842,842,34,Travel_Rarely,640,Research & Development,6,3,Life Sciences,1,3,Female,48,3,1,Research Scientist,4,Married,2356,22456,7,Y,Yes,19,3,2,80,1,6,4,3,4,2,1,2,0
843,843,38,Travel_Rarely,170,Research & Development,2,4,Medical,1,4,Female,75,2,2,Research Scientist,3,Single,5433,2644,8,Y,Yes,11,3,2,80,0,13,2,3,4,2,3,0,0
844,844,28,Travel_Rarely,1302,Research & Development,5,1,Medical,1,3,Male,48,3,2,Laboratory Technician,4,Married,3989,16117,1,Y,No,12,3,4,80,1,5,2,3,5,4,1,1,0
845,845,21,Travel_Rarely,492,Sales,9,2,Life Sciences,1,4,Female,31,3,1,Sales Representative,2,Single,2780,25479,1,Y,No,13,3,4,80,0,5,2,3,5,2,1,3,0
846,846,29,Travel_Rarely,665,Research & Development,7,1,Life Sciences,1,4,Female,97,3,1,Research Scientist,3,Married,2285,8306,1,Y,No,14,3,4,80,2,7,2,3,7,7,0,6,0
847,847,53,Travel_Frequently,1476,Research & Development,4,3,Life Sciences,1,3,Female,93,3,5,Research Director,4,Married,19094,2338,4,Y,No,12,3,4,80,1,26,5,2,4,3,1,2,0
848,848,28,Travel_Rarely,534,Research & Development,2,3,Technical Degree,1,4,Female,44,2,1,Research Scientist,4,Married,2694,5543,1,Y,No,12,3,4,80,1,1,2,2,1,0,0,0,0
849,849,32,Travel_Rarely,1334,Research & Development,6,1,Medical,1,2,Female,73,3,1,Research Scientist,4,Single,2837,12291,1,Y,No,13,3,3,80,0,1,3,3,1,0,0,0,0
850,850,34,Travel_Rarely,1319,Sales,10,1,Marketing,1,2,Female,67,3,2,Sales Executive,1,Divorced,7104,20794,1,Y,No,13,3,4,80,1,6,4,1,6,3,0,5,0
851,851,34,Travel_Rarely,446,Research & Development,3,3,Life Sciences,1,1,Male,42,2,1,Research Scientist,2,Married,2851,9192,1,Y,No,20,4,1,80,0,6,3,3,6,4,4,4,0
852,852,31,Travel_Rarely,1134,Research & Development,23,3,Medical,1,4,Female,40,3,2,Manufacturing Director,2,Married,4332,13554,0,Y,No,12,3,3,80,1,9,2,2,8,7,7,7,0
853,853,32,Travel_Rarely,662,Sales,1,3,Technical Degree,1,1,Male,44,3,2,Sales Executive,3,Married,4037,14255,0,Y,Yes,11,3,3,80,1,4,3,2,3,2,2,2,0
854,854,37,Travel_Rarely,1091,Research & Development,1,2,Medical,1,1,Female,100,3,2,Manufacturing Director,4,Single,5094,8059,9,Y,No,15,3,2,80,0,10,3,3,1,0,0,0,0
855,855,32,Travel_Frequently,289,Research & Development,2,4,Medical,1,3,Male,57,3,1,Research Scientist,3,Married,2956,4223,3,Y,No,11,3,2,80,0,5,5,4,0,0,0,1,1
856,856,28,Travel_Rarely,1434,Research & Development,6,2,Medical,1,2,Male,66,3,1,Laboratory Technician,3,Married,3221,4668,1,Y,No,12,3,3,80,1,3,1,3,3,2,0,2,0
857,857,54,Travel_Rarely,267,Research & Development,5,4,Medical,1,1,Male,63,3,2,Research Scientist,3,Married,5810,22553,0,Y,Yes,21,4,2,80,1,13,4,3,13,8,0,4,0
858,858,34,Travel_Rarely,1277,Research & Development,28,3,Life Sciences,1,2,Male,74,2,1,Laboratory Technician,3,Married,4025,16632,1,Y,Yes,12,3,4,80,1,6,2,4,5,4,0,1,0
859,859,29,Travel_Rarely,269,Research & Development,19,3,Medical,1,3,Male,68,3,1,Laboratory Technician,3,Married,2644,3372,1,Y,No,14,3,1,80,1,10,2,3,10,9,6,7,0
860,860,36,Non-Travel,855,Research & Development,1,4,Life Sciences,1,1,Male,77,3,2,Research Scientist,4,Divorced,5770,13035,1,Y,Yes,12,3,4,80,2,10,3,2,10,7,7,7,0
861,861,37,Travel_Rarely,575,Research & Development,7,3,Life Sciences,1,4,Male,77,3,1,Research Scientist,1,Single,2655,7102,1,Y,No,13,3,2,80,0,10,3,4,10,9,9,9,1
862,862,41,Travel_Rarely,279,Research & Development,1,4,Life Sciences,1,3,Male,80,3,4,Manager,4,Married,17665,14074,1,Y,Yes,13,3,2,80,0,22,4,3,22,6,11,11,0
863,863,34,Travel_Rarely,855,Sales,10,1,Marketing,1,4,Male,75,3,3,Sales Executive,2,Divorced,9278,8416,1,Y,No,15,3,4,80,1,9,2,3,8,7,8,7,0
864,864,27,Travel_Rarely,1334,Research & Development,7,4,Life Sciences,1,1,Female,71,2,1,Research Scientist,3,Married,2168,4488,0,Y,Yes,13,3,2,80,1,5,2,3,5,3,0,4,0
865,865,42,Travel_Frequently,1084,Research & Development,2,5,Life Sciences,1,2,Female,45,4,4,Research Director,3,Divorced,14336,17477,5,Y,No,13,3,2,80,1,23,2,3,20,17,13,6,0
866,866,28,Travel_Frequently,653,Sales,1,3,Medical,1,1,Male,92,3,2,Sales Executive,3,Married,5147,23457,1,Y,No,15,3,4,80,1,10,3,3,10,7,1,7,0
867,867,44,Travel_Rarely,906,Research & Development,9,1,Medical,1,1,Male,88,3,1,Research Scientist,3,Single,2342,17205,2,Y,No,11,3,3,80,0,7,3,3,4,2,1,3,0
868,868,35,Travel_Rarely,913,Research & Development,23,3,Medical,1,1,Male,73,3,2,Manufacturing Director,2,Married,5902,23679,1,Y,No,13,3,4,80,0,17,3,1,17,11,2,8,0
869,869,55,Travel_Rarely,287,Research & Development,23,3,Life Sciences,1,3,Male,72,2,2,Research Scientist,3,Divorced,5957,25479,6,Y,No,12,3,3,80,1,14,2,3,5,4,0,4,0
870,870,31,Travel_Rarely,322,Research & Development,1,3,Technical Degree,1,3,Male,59,2,2,Manufacturing Director,4,Married,5417,15596,1,Y,No,21,4,1,80,1,6,3,2,5,2,0,4,0
871,871,40,Travel_Rarely,583,Research & Development,13,2,Technical Degree,1,4,Male,46,1,2,Manufacturing Director,3,Single,5914,5197,1,Y,No,19,3,3,80,0,18,3,2,18,17,4,7,0
872,872,27,Travel_Rarely,1107,Research & Development,23,3,Medical,1,1,Male,84,3,1,Laboratory Technician,3,Single,3633,3445,1,Y,No,15,3,3,80,0,6,3,2,6,3,0,4,0
873,873,38,Travel_Rarely,1089,Research & Development,17,4,Medical,1,4,Male,82,2,3,Healthcare Representative,2,Married,10999,14168,7,Y,No,21,4,2,80,2,15,2,2,11,6,0,8,0
874,874,38,Travel_Rarely,735,Research & Development,8,1,Medical,1,3,Male,52,3,2,Research Scientist,4,Married,4108,4681,1,Y,No,13,3,3,80,1,13,5,1,13,7,6,8,0
875,875,34,Travel_Rarely,1180,Research & Development,4,4,Other,1,4,Female,93,3,2,Manufacturing Director,4,Married,9985,9262,7,Y,No,20,4,3,80,0,7,3,2,3,2,0,2,0
876,876,56,Travel_Rarely,882,Research & Development,1,4,Technical Degree,1,4,Female,94,2,1,Research Scientist,3,Married,2774,13934,0,Y,No,13,3,3,80,1,6,4,3,5,4,1,3,0
877,877,39,Travel_Rarely,682,Research & Development,1,4,Other,1,4,Male,57,4,3,Healthcare Representative,3,Married,7441,20161,1,Y,No,11,3,4,80,1,41,0,3,41,8,12,10,0
878,878,35,Travel_Rarely,419,Sales,10,3,Medical,1,2,Male,91,3,2,Sales Executive,4,Married,4189,23163,1,Y,No,12,3,1,80,1,5,2,3,5,4,0,0,0
879,879,36,Travel_Rarely,775,Research & Development,5,2,Medical,1,4,Female,66,3,2,Manufacturing Director,2,Divorced,5561,7507,5,Y,No,13,3,1,80,3,9,4,3,5,3,0,3,0
880,880,30,Travel_Rarely,532,Sales,2,1,Marketing,1,4,Male,86,1,5,Manager,3,Divorced,18947,17519,7,Y,No,11,3,1,80,1,22,4,3,2,1,2,2,1
881,881,38,Travel_Rarely,921,Research & Development,2,2,Medical,1,2,Female,69,2,1,Research Scientist,1,Married,2838,18698,4,Y,Yes,19,3,3,80,1,8,4,3,1,0,0,0,0
882,882,35,Travel_Frequently,208,Research & Development,2,1,Life Sciences,1,4,Male,72,2,1,Laboratory Technician,2,Single,3902,19191,1,Y,No,18,3,3,80,0,1,2,3,1,0,0,0,0
883,883,35,Travel_Rarely,575,Research & Development,15,3,Life Sciences,1,4,Female,91,2,1,Laboratory Technician,1,Married,2696,4223,1,Y,No,12,3,4,80,1,1,4,4,1,0,0,0,0
884,884,35,Travel_Rarely,193,Sales,10,5,Marketing,1,2,Male,66,2,1,Sales Representative,3,Married,4968,3010,2,Y,No,17,3,4,80,1,5,2,4,1,0,0,0,0
885,885,26,Travel_Rarely,989,Research & Development,26,2,Life Sciences,1,4,Female,65,3,2,Manufacturing Director,1,Married,4284,23848,1,Y,No,15,3,1,80,0,8,3,3,8,7,0,7,0
886,886,29,Travel_Rarely,1222,Research & Development,7,3,Life Sciences,1,2,Male,47,3,1,Research Scientist,1,Single,3143,16392,1,Y,Yes,13,3,3,80,0,7,3,2,7,6,1,5,0
887,887,34,Travel_Rarely,488,Research & Development,9,2,Life Sciences,1,4,Male,52,3,2,Manufacturing Director,1,Single,4449,16375,4,Y,No,15,3,3,80,0,7,2,3,3,2,1,2,0
888,888,33,Travel_Rarely,575,Sales,15,4,Medical,1,4,Male,73,3,1,Sales Representative,4,Divorced,3452,20420,1,Y,Yes,13,3,2,80,1,3,3,3,3,1,1,2,0
889,889,49,Travel_Rarely,581,Research & Development,9,4,Life Sciences,1,4,Male,97,3,1,Research Scientist,2,Single,3420,12947,6,Y,No,13,3,2,80,0,7,3,3,4,2,0,2,0
890,890,27,Travel_Frequently,458,Research & Development,2,3,Technical Degree,1,3,Female,51,3,2,Healthcare Representative,3,Married,6811,3142,1,Y,No,14,3,2,80,0,8,1,3,8,7,7,7,0
891,891,55,Travel_Rarely,1146,Research & Development,2,2,Medical,1,3,Male,52,4,2,Healthcare Representative,2,Married,5399,22384,3,Y,Yes,15,3,1,80,1,15,0,2,4,3,1,2,0
892,892,27,Travel_Rarely,1111,Research & Development,1,3,Medical,1,3,Male,95,3,1,Laboratory Technician,3,Single,2889,6984,1,Y,No,15,3,1,80,0,6,5,4,6,2,0,5,0
893,893,41,Travel_Rarely,490,Research & Development,10,3,Medical,1,1,Male,54,3,1,Research Scientist,4,Single,3291,23910,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,0
894,894,36,Travel_Rarely,115,Research & Development,18,3,Medical,1,2,Female,30,2,2,Healthcare Representative,1,Single,6811,5050,9,Y,No,14,3,3,80,0,18,2,3,11,7,4,7,0
895,895,29,Travel_Rarely,441,Research & Development,1,3,Medical,1,2,Male,43,3,1,Laboratory Technician,1,Single,2741,10261,0,Y,No,13,3,2,80,0,7,0,2,7,7,0,7,1
896,896,32,Travel_Rarely,1278,Research & Development,1,2,Medical,1,2,Female,82,3,1,Research Scientist,1,Divorced,2610,2338,1,Y,No,12,3,4,80,1,5,3,2,5,2,1,1,0
897,897,36,Travel_Rarely,1258,Research & Development,8,3,Medical,1,3,Male,73,3,2,Manufacturing Director,2,Married,4014,8758,7,Y,No,16,3,4,80,1,10,3,3,2,2,2,2,0
898,898,28,Travel_Rarely,267,Research & Development,1,2,Medical,1,3,Male,80,3,1,Research Scientist,4,Married,2244,22154,1,Y,No,23,4,4,80,1,3,3,3,2,2,2,2,0
899,899,29,Travel_Frequently,1443,Research & Development,5,3,Life Sciences,1,1,Male,83,1,1,Laboratory Technician,3,Married,2093,26076,6,Y,No,15,3,1,80,2,3,3,2,1,0,0,0,1
900,900,52,Travel_Rarely,810,Research & Development,21,3,Medical,1,3,Female,43,2,4,Manager,4,Married,16835,21030,2,Y,No,14,3,3,80,1,31,3,3,9,7,1,5,0
901,901,26,Travel_Rarely,691,Research & Development,2,3,Other,1,3,Female,57,3,1,Laboratory Technician,1,Divorced,3539,5033,1,Y,No,16,3,4,80,1,7,2,3,7,7,7,7,0
902,902,35,Travel_Frequently,408,Sales,10,4,Marketing,1,2,Male,73,4,2,Sales Executive,2,Single,6385,23553,1,Y,No,18,3,2,80,0,10,5,3,10,9,0,8,0
903,903,40,Travel_Rarely,1448,Research & Development,2,3,Medical,1,2,Female,98,3,4,Manufacturing Director,2,Single,13320,17747,8,Y,No,11,3,4,80,0,22,3,2,17,16,12,7,0
904,904,27,Travel_Frequently,903,Research & Development,8,1,Medical,1,2,Male,87,3,1,Laboratory Technician,2,Married,2559,18659,1,Y,No,15,3,2,80,0,8,0,3,8,7,0,7,0
905,905,38,Travel_Rarely,117,Research & Development,1,3,Life Sciences,1,3,Female,63,2,2,Manufacturing Director,4,Married,10435,20794,1,Y,No,14,3,4,80,3,14,2,2,14,8,2,8,0
906,906,38,Travel_Rarely,1220,Research & Development,6,2,Life Sciences,1,3,Male,76,2,1,Laboratory Technician,4,Single,3069,12695,3,Y,No,13,3,4,80,0,7,6,4,1,0,0,0,0
907,907,34,Non-Travel,750,Research & Development,5,5,Other,1,1,Male,56,3,2,Research Scientist,3,Married,3491,5355,1,Y,No,12,3,3,80,1,15,2,3,15,10,4,10,0
908,908,45,Travel_Frequently,804,Research & Development,2,3,Medical,1,4,Male,69,3,1,Research Scientist,4,Married,4485,15397,3,Y,Yes,12,3,1,80,1,10,4,3,8,7,0,7,0
909,909,30,Travel_Rarely,1398,Sales,20,2,Life Sciences,1,3,Female,63,3,2,Sales Executive,4,Single,6179,2890,0,Y,No,13,3,3,80,0,10,6,3,9,8,7,8,0
910,910,36,Travel_Rarely,185,Research & Development,7,3,Medical,1,2,Female,73,3,3,Manufacturing Director,4,Married,10880,22887,2,Y,No,13,3,4,80,1,17,2,3,7,7,7,1,0
911,911,46,Non-Travel,1276,Sales,5,2,Life Sciences,1,3,Male,42,3,2,Sales Executive,4,Divorced,4187,6225,6,Y,No,17,3,3,80,1,19,3,3,2,2,2,2,0
912,912,28,Travel_Rarely,534,Research & Development,6,3,Other,1,4,Male,97,2,1,Laboratory Technician,4,Single,2726,5335,8,Y,No,15,3,4,80,0,3,0,3,0,0,0,0,0
913,913,36,Travel_Frequently,1302,Research & Development,6,2,Medical,1,1,Female,80,2,2,Manufacturing Director,1,Single,6162,19345,1,Y,No,18,3,3,80,0,10,3,2,10,7,1,7,0
914,914,24,Travel_Rarely,917,Research & Development,6,1,Life Sciences,1,2,Female,67,2,1,Research Scientist,4,Married,4735,4673,1,Y,Yes,18,3,4,80,1,5,3,3,5,4,0,2,0
915,915,35,Travel_Rarely,1146,Research & Development,2,3,Other,1,4,Male,42,3,2,Laboratory Technician,2,Married,4249,22812,0,Y,No,18,3,2,80,1,6,3,3,5,3,0,2,0
916,916,29,Travel_Rarely,454,Research & Development,8,3,Medical,1,3,Female,98,1,1,Research Scientist,4,Single,2800,20293,1,Y,No,17,3,3,80,0,1,3,4,1,0,0,0,1
917,917,32,Travel_Rarely,1219,Sales,2,4,Marketing,1,2,Female,46,3,2,Sales Executive,1,Single,7457,13119,1,Y,No,13,3,2,80,0,9,3,3,9,5,7,6,0
918,918,55,Travel_Rarely,645,Research & Development,3,2,Medical,1,3,Male,81,3,4,Manager,1,Married,17584,14394,6,Y,No,19,3,4,80,3,24,3,3,1,0,0,0,0
919,919,60,Travel_Rarely,829,Research & Development,24,4,Technical Degree,1,2,Male,57,3,1,Research Scientist,4,Divorced,3919,5197,6,Y,No,18,3,3,80,1,19,2,3,14,10,11,8,0
920,920,36,Travel_Rarely,1467,Research & Development,1,4,Medical,1,4,Male,62,3,1,Research Scientist,4,Married,2226,4658,0,Y,No,14,3,4,80,1,6,3,3,5,3,1,1,0
